user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
282	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.17	0.616	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.17	0.616	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	18.15	11	N/A	Genome has more than 11.7% of markers with multiple hits
283	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAEXAX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAEXAX01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	14.32	11	0.8492	N/A
284	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_025147485.1, s__Bacteroides uniformis, 95.0, 97.72, 0.193; GCF_000614125.1, s__Bacteroides rodentium, 95.0, 93.68, 0.159	15.55	11	0.97512	N/A
285	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815	GCA_000431815.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815	98.46	0.7	GCA_000431815.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815	98.46	0.7	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_025148445.1, s__Butyrivibrio_A crossota, 95.0, 95.1, 0.411; GCA_945928575.1, s__Butyrivibrio_A sp945928575, 95.0, 89.34, 0.574	30.3	11	N/A	Genome has more than 60.0% of markers with multiple hits
287	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.7%)
288	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 93.5, 0.34; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 91.64, 0.295; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 91.59, 0.273; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 88.49, 0.223; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 88.45, 0.234; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 88.2, 0.217; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 88.09, 0.22; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 88.08, 0.245; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 88.08, 0.231; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 88.06, 0.206; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 88.06, 0.197; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 88.04, 0.217; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 88.03, 0.233; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 87.97, 0.223; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 87.95, 0.225; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 87.93, 0.219; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 87.89, 0.209; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 87.79, 0.235; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 87.78, 0.233; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 87.77, 0.2; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 87.76, 0.215; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 87.76, 0.207; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 87.72, 0.229; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 87.69, 0.216; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 87.65, 0.21; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 87.56, 0.216; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 87.48, 0.192; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 87.4, 0.189; GCA_963654645.1, s__Faecalibacterium sp963654645, 95.0, 87.26, 0.188; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 87.11, 0.261; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 87.02, 0.237; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 87.02, 0.165; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 86.91, 0.238; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 86.84, 0.21; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 86.84, 0.202; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 86.73, 0.223; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 86.63, 0.216; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 86.57, 0.227; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 86.56, 0.203; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 86.45, 0.211; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 86.36, 0.192; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 86.26, 0.226; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 86.03, 0.181; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 85.66, 0.189; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 85.5, 0.183; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 85.46, 0.172; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 85.39, 0.169; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 85.29, 0.16; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 85.2, 0.19	20.19	11	0.98937	Genome has more than 26.7% of markers with multiple hits
289	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.3%)
29	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCF_025147485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.44	0.438	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000614125.1, s__Bacteroides rodentium, 95.0, 95.32, 0.352; GCF_004793475.1, s__Bacteroides muris, 95.0, 92.63, 0.323; GCA_037413095.1, s__Bacteroides sp905197435, 95.0, 88.91, 0.291	21.13	11	0.99997	Genome has more than 38.3% of markers with multiple hits
290	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	96.88	0.543	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	96.88	0.543	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934633985.1, s__SFEL01 sp934633985, 95.0, 89.33, 0.524; GCA_937900325.1, s__SFEL01 sp937900325, 95.0, 88.15, 0.508	27.4	11	N/A	Genome has more than 36.7% of markers with multiple hits
291	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_025149785.1, s__Bariatricus comes, 95.02, 98.85, 0.182; GCF_013300725.1, s__Bariatricus comes_A, 95.0, 94.96, 0.177	20.85	11	0.97453	N/A
292	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas sp900538575	GCA_900538575.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas sp900538575	99.36	0.564	GCA_900538575.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas sp900538575	99.36	0.564	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	28.81	11	N/A	N/A
293	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	29.27	11	0.9133	Genome has more than 18.3% of markers with multiple hits
294	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_020554845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	95.52	0.306	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_020537505.1, s__Blautia_A sp905206915, 95.0, 88.44, 0.239; GCF_934371575.1, s__Blautia_A sp934371575, 95.0, 86.14, 0.179; GCA_934408705.1, s__Blautia_A sp934408705, 95.0, 83.62, 0.161; GCA_934394545.1, s__Blautia_A sp934394545, 95.0, 83.59, 0.156	25.85	11	0.99999	Genome has more than 19.2% of markers with multiple hits
295	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	16.24	11	0.89151	N/A
296	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.0%)
297	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.2%)
298	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (10.0%)
299	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003514385.1, s__CAG-177 sp003514385, 95.0, 96.14, 0.399; GCA_963592475.1, s__CAG-177 sp963592475, 95.0, 95.22, 0.41; GCA_002451755.1, s__CAG-177 sp002451755, 95.0, 94.45, 0.339; GCA_002438685.1, s__CAG-177 sp002438685, 95.0, 93.91, 0.361; GCA_003538135.1, s__CAG-177 sp003538135, 95.0, 91.08, 0.315; GCA_963620555.1, s__CAG-177 sp963620555, 95.0, 90.51, 0.316; GCA_963612725.1, s__CAG-177 sp963612725, 95.0, 90.4, 0.307	17.34	11	0.95523	N/A
3	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.0%)
30	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	GCF_009680455.1	95.58	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	97.83	0.512	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_009680455.1, s__Lachnospira eligens_A, 95.58, 97.83, 0.512; GCF_040096455.1, s__Lachnospira rogosae, 95.0, 97.34, 0.168; GCF_000146185.1, s__Lachnospira eligens, 95.0, 96.3, 0.479; GCA_019424245.1, s__Lachnospira sp019424245, 95.0, 95.79, 0.278; GCF_003458705.1, s__Lachnospira sp003537285, 95.44, 95.32, 0.46; GCA_003464165.1, s__Lachnospira sp003451515, 95.0, 94.85, 0.48; GCA_963597265.1, s__Lachnospira sp963597265, 95.0, 90.3, 0.427; GCA_030537195.1, s__Lachnospira sp030537195, 95.0, 90.27, 0.42; GCA_934343805.1, s__Lachnospira sp934343805, 95.0, 89.88, 0.258; GCA_945910225.1, s__Lachnospira sp945910225, 95.0, 89.51, 0.247; GCA_963590775.1, s__Lachnospira sp963590775, 95.0, 89.47, 0.408; GCA_963654395.1, s__Lachnospira sp963654395, 95.0, 87.06, 0.206	25.54	11	N/A	Genome has more than 43.3% of markers with multiple hits
300	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_900552475.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900552475	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_020687045.1, s__Vescimonas cirricatena, 95.0, 89.95, 0.156	18.03	11	0.9621	N/A
301	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.3%)
302	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.4%)
303	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020687125.1, s__Hominicoprocola fusiformis, 95.0, 96.0, 0.484; GCA_040095065.1, s__Hominicoprocola sp934835795, 96.51, 95.2, 0.557; GCA_937884915.1, s__Hominicoprocola sp937884915, 95.0, 92.08, 0.583; GCA_003522105.1, s__Hominicoprocola sp003522105, 95.0, 91.78, 0.583; GCA_963623615.1, s__Hominicoprocola sp963623615, 95.0, 91.4, 0.612; GCA_937915075.1, s__Hominicoprocola sp937915075, 95.0, 90.64, 0.297; GCA_002437735.1, s__Hominicoprocola sp002437735, 95.0, 90.41, 0.491; GCA_900552015.1, s__Hominicoprocola sp900552015, 95.0, 90.28, 0.597; GCA_900763705.1, s__Hominicoprocola sp900763705, 95.0, 89.83, 0.658; GCA_037343695.1, s__Hominicoprocola sp037343695, 95.0, 89.1, 0.543; GCA_900550165.1, s__Hominicoprocola sp900550165, 95.0, 88.95, 0.567; GCF_018918025.1, s__Hominicoprocola sp900317525, 95.11, 88.61, 0.353; GCA_900546295.1, s__Hominicoprocola sp900546295, 95.0, 88.49, 0.586; GCA_934597535.1, s__Hominicoprocola sp934597535, 95.0, 88.08, 0.476; GCA_934561515.1, s__Hominicoprocola sp900556145, 95.0, 87.54, 0.502; GCA_934636865.1, s__Hominicoprocola sp934636865, 95.0, 87.25, 0.522; GCA_002405995.1, s__Hominicoprocola sp002405995, 95.0, 86.69, 0.453; GCA_934572445.1, s__Hominicoprocola sp934572445, 95.0, 86.39, 0.392; GCA_963654505.1, s__Hominicoprocola sp963654505, 95.0, 86.11, 0.365; GCA_934572465.1, s__Hominicoprocola sp934572465, 95.0, 85.55, 0.411; GCA_021531315.1, s__Hominicoprocola sp900552375, 95.0, 85.51, 0.288; GCA_934553255.1, s__Hominicoprocola sp934553255, 95.0, 85.31, 0.38; GCA_900768135.1, s__Hominicoprocola sp900768135, 95.0, 84.94, 0.353; GCA_963612845.1, s__Hominicoprocola sp963612845, 95.0, 84.85, 0.376; GCA_037419475.1, s__Hominicoprocola sp037419475, 95.0, 82.96, 0.204; GCA_016295615.1, s__Hominicoprocola sp016295615, 95.0, 82.19, 0.167; GCA_934589665.1, s__Hominicoprocola sp934589665, 95.0, 82.1, 0.169	34.81	11	0.9923	Genome has more than 59.2% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
304	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	11.4	11	0.80876	N/A
305	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_025757845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945	94.17	0.284	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 93.68, 0.216; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 92.98, 0.246; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 91.79, 0.229; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 91.32, 0.223; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 91.31, 0.2; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 91.08, 0.196; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 90.94, 0.15; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 90.86, 0.182; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 90.82, 0.201; GCA_963654645.1, s__Faecalibacterium sp963654645, 95.0, 90.76, 0.167; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 90.75, 0.181; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 90.66, 0.169; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 90.61, 0.2; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 90.55, 0.217; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 90.55, 0.196; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 90.55, 0.186; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 90.52, 0.213; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 90.45, 0.19; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 90.27, 0.217; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 90.04, 0.205; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 89.66, 0.215; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 89.47, 0.19; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 89.39, 0.199; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 89.13, 0.15; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 88.81, 0.189; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 88.6, 0.167; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 88.53, 0.161; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 88.18, 0.151; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 88.15, 0.163; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 88.14, 0.16; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 88.13, 0.158; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 88.02, 0.159; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 88.0, 0.165; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 87.78, 0.167; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 87.57, 0.159	10.68	11	0.99954	N/A
306	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.4%)
307	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_027667425.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	98.07	0.323	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963596755.1, s__Fusicatenibacter sp963596755, 95.0, 86.81, 0.158	11.3	11	0.99999	N/A
308	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845	GCA_003526845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845	98.39	0.63	GCA_003526845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845	98.39	0.63	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963630035.1, s__Eubacterium_R sp963630035, 95.0, 90.47, 0.52	24.34	11	N/A	Genome has more than 10.0% of markers with multiple hits
309	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_025148125.1, s__Blautia_A wexlerae, 95.13, 97.74, 0.273; GCF_013300825.1, s__Blautia_A wexlerae_B, 95.0, 95.32, 0.223	12.95	11	0.95266	N/A
31	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001406815.1, s__Agathobacter faecis, 95.0, 98.43, 0.369; GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 89.71, 0.308	17.34	11	0.98688	Genome has more than 27.5% of markers with multiple hits
310	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.9%)
311	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	15.85	11	0.85535	N/A
