user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
2585	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
2588	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
2589	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.5%)
259	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	GCF_000020605.1	95.02	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	98.16	0.828	GCF_000020605.1	95.02	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	98.16	0.828	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902786155.1, s__Agathobacter sp900317585, 95.0, 94.67, 0.629; GCA_937935345.1, s__Agathobacter sp900546625, 95.0, 94.66, 0.755; GCA_934365945.1, s__Agathobacter sp934365945, 95.0, 93.26, 0.566; GCA_963586665.1, s__Agathobacter sp963586665, 95.0, 81.35, 0.164	88.28	11	N/A	N/A
2590	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp029983955	GCA_029983955.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp029983955	98.15	0.824	GCA_029983955.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp029983955	98.15	0.824	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900104635.1, s__Faecalimonas phoceensis, 95.24, 95.11, 0.763	60.8	11	N/A	N/A
2592	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	95.75	0.802	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_004557245.1, s__SFEL01 sp004557245, 95.0, 95.75, 0.802; GCA_937900325.1, s__SFEL01 sp937900325, 95.0, 90.92, 0.754; GCA_934633985.1, s__SFEL01 sp934633985, 95.0, 89.98, 0.81; GCA_963640685.1, s__SFEL01 sp963640685, 95.0, 81.84, 0.209	13.13	11	N/A	Genome has more than 83.3% of markers with multiple hits;Genome domain questionable ( 13.3% Bacterial, 3.8% Archaeal)
2593	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	GCF_028539415.1	95.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	97.88	0.743	GCF_028539415.1	95.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	97.88	0.743	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000513195.1, s__Bacteroides timonensis, 95.0, 94.18, 0.545; GCF_020091405.1, s__Bacteroides sp900552405, 95.23, 93.94, 0.583; GCF_036416795.1, s__Bacteroides sp036416795, 95.05, 93.5, 0.587; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.0, 89.8, 0.447; GCF_902364365.1, s__Bacteroides sp900556215, 95.07, 89.67, 0.455; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 88.61, 0.442; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 86.12, 0.202; GCF_900142015.1, s__Bacteroides stercorirosoris, 95.0, 84.95, 0.312; GCF_905207245.1, s__Bacteroides sp905207245, 95.0, 84.24, 0.262; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 83.6, 0.245; GCA_905215555.1, s__Bacteroides sp905215555, 95.0, 83.05, 0.279; GCA_947071285.1, s__Bacteroides sp947071285, 95.0, 82.76, 0.249	43.65	11	N/A	Genome has more than 32.5% of markers with multiple hits
2594	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
2595	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.94	0.885	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.94	0.885	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 88.14, 0.536; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 87.76, 0.497; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 87.17, 0.435; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 86.06, 0.42; GCA_025758045.1, s__Gemmiger sp900539695, 95.0, 83.84, 0.222; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 83.02, 0.22; GCF_934561205.1, s__Gemmiger sp934561205, 95.0, 82.71, 0.166; GCA_963655125.1, s__Gemmiger sp963655125, 95.0, 82.37, 0.195; GCA_963588145.1, s__Gemmiger sp963588145, 95.0, 82.31, 0.183; GCA_004552305.1, s__Gemmiger variabilis_A, 95.0, 82.22, 0.166; GCA_934529095.1, s__Gemmiger sp934529095, 95.18, 82.0, 0.169	81.63	11	N/A	N/A
2598	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	GCA_020687125.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	98.09	0.87	GCA_020687125.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	98.09	0.87	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_040095065.1, s__Hominicoprocola sp934835795, 96.51, 97.08, 0.865; GCA_937884915.1, s__Hominicoprocola sp937884915, 95.0, 92.66, 0.606; GCA_963623615.1, s__Hominicoprocola sp963623615, 95.0, 91.86, 0.621; GCA_900552015.1, s__Hominicoprocola sp900552015, 95.0, 90.88, 0.591; GCA_900550165.1, s__Hominicoprocola sp900550165, 95.0, 89.35, 0.528; GCA_900763705.1, s__Hominicoprocola sp900763705, 95.0, 89.27, 0.569; GCA_037343695.1, s__Hominicoprocola sp037343695, 95.0, 89.2, 0.487; GCA_003522105.1, s__Hominicoprocola sp003522105, 95.0, 88.06, 0.506; GCA_934636865.1, s__Hominicoprocola sp934636865, 95.0, 87.76, 0.515; GCA_900546295.1, s__Hominicoprocola sp900546295, 95.0, 87.72, 0.497; GCA_934597535.1, s__Hominicoprocola sp934597535, 95.0, 87.44, 0.433; GCA_934561515.1, s__Hominicoprocola sp900556145, 95.0, 87.21, 0.487; GCA_934572445.1, s__Hominicoprocola sp934572445, 95.0, 86.11, 0.365; GCA_002405995.1, s__Hominicoprocola sp002405995, 95.0, 86.01, 0.374; GCA_934572465.1, s__Hominicoprocola sp934572465, 95.0, 85.58, 0.406; GCA_900768135.1, s__Hominicoprocola sp900768135, 95.0, 84.78, 0.335; GCA_963612845.1, s__Hominicoprocola sp963612845, 95.0, 83.21, 0.294	90.61	11	N/A	N/A
26	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.0%)
260	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens	GCF_000146185.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens	98.58	0.841	GCF_000146185.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens	98.58	0.841	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009680455.1, s__Lachnospira eligens_A, 95.58, 95.73, 0.692; GCF_003458705.1, s__Lachnospira sp003537285, 95.44, 94.72, 0.761; GCA_003464165.1, s__Lachnospira sp003451515, 95.0, 93.11, 0.69; GCA_019424245.1, s__Lachnospira sp019424245, 95.0, 90.79, 0.421; GCA_030537195.1, s__Lachnospira sp030537195, 95.0, 88.19, 0.634; GCA_963597265.1, s__Lachnospira sp963597265, 95.0, 87.88, 0.635; GCA_963590775.1, s__Lachnospira sp963590775, 95.0, 87.6, 0.621; GCA_963654395.1, s__Lachnospira sp963654395, 95.0, 86.89, 0.409; GCA_934343805.1, s__Lachnospira sp934343805, 95.0, 86.48, 0.477; GCA_945910225.1, s__Lachnospira sp945910225, 95.0, 84.82, 0.471; GCA_945939115.1, s__Lachnospira sp945939115, 95.0, 80.4, 0.227	49.21	11	N/A	Genome has more than 44.2% of markers with multiple hits
26004	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
2601	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__Maccoya intestinihominis	GCF_040096355.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__Maccoya intestinihominis	98.18	0.718	GCF_040096355.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__Maccoya intestinihominis	98.18	0.718	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	77.05	11	N/A	Genome has more than 18.3% of markers with multiple hits
2602	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	97.76	0.827	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	97.76	0.827	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 93.94, 0.675; GCA_028689545.1, s__Parabacteroides sp028689545, 95.0, 89.31, 0.654; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 88.4, 0.608; GCF_947855115.1, s__Parabacteroides sp947855115, 95.0, 87.47, 0.597	30.52	11	N/A	Genome has more than 68.3% of markers with multiple hits
2604	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
2605	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-628;s__CAG-628 sp000438415	GCA_000438415.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-628;s__CAG-628 sp000438415	97.9	0.935	GCA_000438415.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-628;s__CAG-628 sp000438415	97.9	0.935	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-628;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963645645.1, s__CAG-628 sp963645645, 95.0, 86.6, 0.255; GCA_934087065.1, s__CAG-628 sp934087065, 95.0, 84.64, 0.284; GCA_003524085.1, s__CAG-628 sp003524085, 95.0, 84.63, 0.292	14.83	11	N/A	Genome has more than 70.0% of markers with multiple hits;Genome domain questionable ( 15.0% Bacterial, 5.7% Archaeal)
2606	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
2609	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	GCF_020687435.1	96.97	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	98.59	0.882	GCF_020687435.1	96.97	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	98.59	0.882	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902167715.1, s__Blautia_A luti_A, 96.82, 97.32, 0.82; GCF_005848555.1, s__Blautia_A sp005848555, 96.6, 96.59, 0.831; GCA_958454115.1, s__Blautia_A wexlerae_C, 95.0, 94.86, 0.339; GCF_013304735.1, s__Blautia_A sp900066205, 95.0, 90.57, 0.65; GCA_003461955.1, s__Blautia_A sp900066335, 95.0, 89.92, 0.632; GCA_963616205.1, s__Blautia_A sp963616205, 95.0, 88.6, 0.39; GCF_013304825.1, s__Blautia_A schinkii_B, 95.51, 88.48, 0.515; GCA_003474435.1, s__Blautia_A sp003474435, 95.0, 88.28, 0.509; GCF_040096615.1, s__Blautia_A aquisgranensis, 95.0, 85.79, 0.404; GCA_963598855.1, s__Blautia_A sp963598855, 95.0, 84.96, 0.375; GCA_963642325.1, s__Blautia_A sp963642325, 95.0, 84.21, 0.34; GCF_934373235.1, s__Blautia_A sp934373235, 95.0, 83.61, 0.204	84.59	11	N/A	N/A
261	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
2610	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	97.58	0.907	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	97.58	0.907	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_937900325.1, s__SFEL01 sp937900325, 95.0, 88.59, 0.444; GCA_934633985.1, s__SFEL01 sp934633985, 95.0, 88.53, 0.528	48.17	11	N/A	N/A
2613	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.2%)
2614	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.8%)
2617	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	GCF_025567095.1	95.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	98.03	0.883	GCF_025567095.1	95.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	98.03	0.883	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934292725.1, s__Anthropogastromicrobium sp934292725, 95.0, 95.17, 0.833; GCA_958446555.1, s__Anthropogastromicrobium sp958446555, 95.0, 89.54, 0.273; GCA_963626545.1, s__Anthropogastromicrobium sp963626545, 95.0, 82.26, 0.192; GCA_963605535.1, s__Anthropogastromicrobium chipingensis_A, 95.0, 81.9, 0.178	55.76	11	N/A	N/A
262	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.9%)
2622	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
2623	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.5%)
2625	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.92	0.86	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.92	0.86	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 88.1, 0.534; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 87.82, 0.473; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 87.7, 0.445; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 85.83, 0.39; GCA_025758045.1, s__Gemmiger sp900539695, 95.0, 83.94, 0.233; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 83.37, 0.231; GCF_934561205.1, s__Gemmiger sp934561205, 95.0, 82.62, 0.183; GCA_963655125.1, s__Gemmiger sp963655125, 95.0, 82.55, 0.211; GCA_963588145.1, s__Gemmiger sp963588145, 95.0, 82.4, 0.185; GCA_004552305.1, s__Gemmiger variabilis_A, 95.0, 82.0, 0.18; GCA_934529095.1, s__Gemmiger sp934529095, 95.18, 81.83, 0.183	89.71	11	N/A	N/A
2626	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
2627	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
2629	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella timonensis	GCF_900106785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella timonensis	97.33	0.66	GCF_900106785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella timonensis	97.33	0.66	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	18.15	11	N/A	Genome has more than 80.0% of markers with multiple hits
263	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola barnesiae	GCF_000374585.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola barnesiae	98.25	0.816	GCF_000374585.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola barnesiae	98.25	0.816	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551645.1, s__Phocaeicola sp900551645, 95.0, 90.18, 0.566; GCA_900553185.1, s__Phocaeicola sp900553185, 95.0, 83.82, 0.377	91.42	11	N/A	N/A
2631	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	GCF_000156655.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	96.87	0.686	GCF_000156655.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	96.87	0.686	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_938036765.1, s__Holdemanella sp900547815, 95.0, 91.7, 0.765; GCF_934754935.1, s__Holdemanella sp934754935, 95.0, 91.37, 0.743; GCF_014306155.1, s__Holdemanella hominis, 95.87, 89.74, 0.629; GCF_024460475.1, s__Holdemanella sp900556915, 95.94, 89.63, 0.619; GCA_003436425.1, s__Holdemanella sp003436425, 95.0, 89.43, 0.566; GCF_009696075.1, s__Holdemanella porci, 95.0, 89.41, 0.682; GCF_934772795.1, s__Holdemanella sp934772795, 95.18, 89.0, 0.605; GCF_900754615.1, s__Holdemanella sp900754615, 95.0, 87.93, 0.64; GCF_003458715.1, s__Holdemanella sp003458715, 95.0, 87.62, 0.601	31.73	11	N/A	Genome has more than 60.8% of markers with multiple hits
