user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
427	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	GCA_025757645.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	95.2	0.506	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_025757645.1, s__CAG-103 sp000432375, 95.0, 95.2, 0.506; GCA_900757655.1, s__CAG-103 sp900757655, 95.0, 94.29, 0.442; GCA_900317855.1, s__CAG-103 sp900317855, 95.0, 94.06, 0.461; GCA_900543625.1, s__CAG-103 sp900543625, 95.0, 93.68, 0.477; GCA_934589185.1, s__CAG-103 sp934589185, 95.43, 93.53, 0.391; GCA_963627135.1, s__CAG-103 sp963627135, 95.0, 92.99, 0.445; GCA_934591895.1, s__CAG-103 sp934591895, 95.0, 92.58, 0.466; GCA_905215475.1, s__CAG-103 sp905215475, 95.0, 92.54, 0.44	13.58	11	N/A	Genome has more than 15.8% of markers with multiple hits
428	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia hominis	GCF_020687505.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia hominis	98.7	0.552	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_020687505.1, s__Wujia hominis, 95.0, 98.7, 0.552; GCA_963659815.1, s__Wujia sp963659815, 95.0, 93.13, 0.455; GCA_900553925.1, s__Wujia sp900553925, 95.0, 91.55, 0.289; GCA_934318045.1, s__Wujia sp934318045, 95.0, 91.52, 0.261; GCA_018918185.1, s__Wujia sp900539705, 95.0, 91.48, 0.399; GCA_937894705.1, s__Wujia sp002431865, 95.0, 91.45, 0.444; GCA_963631525.1, s__Wujia sp963631525, 95.0, 91.32, 0.449; GCA_900767585.1, s__Wujia sp900767585, 95.0, 91.15, 0.271; GCA_002404515.1, s__Wujia sp002404515, 95.0, 90.6, 0.343; GCF_022174665.1, s__Wujia sp022174665, 95.0, 90.04, 0.339	11.93	11	N/A	N/A
429	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.4%)
43	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.84	0.657	GCF_900167555.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.84	0.657	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 86.22, 0.465; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 85.32, 0.488; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 84.25, 0.564; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 83.02, 0.381; GCA_934529095.1, s__Gemmiger sp934529095, 95.18, 82.64, 0.202; GCA_019115045.1, s__Gemmiger excrementipullorum, 95.0, 81.62, 0.158; GCA_004552305.1, s__Gemmiger variabilis_A, 95.0, 81.15, 0.189; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 81.14, 0.224; GCA_025758045.1, s__Gemmiger sp900539695, 95.0, 80.96, 0.201; GCF_934561205.1, s__Gemmiger sp934561205, 95.0, 80.61, 0.185; GCA_963655125.1, s__Gemmiger sp963655125, 95.0, 80.38, 0.195; GCA_963588145.1, s__Gemmiger sp963588145, 95.0, 80.02, 0.175	26.89	11	N/A	Genome has more than 56.7% of markers with multiple hits
430	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.3%)
431	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_905215595.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp905215595	92.92	0.248	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 93.25, 0.357; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 93.0, 0.337; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 92.88, 0.292; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 92.73, 0.232; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 92.56, 0.318; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 92.34, 0.227; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 92.28, 0.258; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 92.05, 0.276; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 91.79, 0.242; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 91.78, 0.237; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 91.45, 0.26; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 91.43, 0.253; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 91.29, 0.286; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 91.05, 0.229; GCA_963654645.1, s__Faecalibacterium sp963654645, 95.0, 90.96, 0.215; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 90.81, 0.249; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 90.6, 0.224; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 90.51, 0.221; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 87.88, 0.171; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 87.82, 0.198; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 87.65, 0.164; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 87.58, 0.189; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 87.29, 0.178; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 87.26, 0.168; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 86.99, 0.174	10.68	11	0.99977	N/A
432	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.1%)
433	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCF_034291875.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vicugnae	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_028539415.1, s__Bacteroides cellulosilyticus, 95.26, 93.71, 0.194; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 92.75, 0.193; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 91.88, 0.162; GCF_020091405.1, s__Bacteroides sp900552405, 95.23, 91.37, 0.169; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 91.11, 0.172; GCF_958387885.1, s__Bacteroides sp019412865, 95.22, 91.11, 0.157; GCF_036416795.1, s__Bacteroides sp036416795, 95.05, 91.04, 0.175; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 89.49, 0.153	11.2	11	0.99748	Genome domain questionable ( 11.7% Bacterial, 1.9% Archaeal)
434	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.0%)
435	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	GCF_003024685.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	95.01	0.659	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_003024685.1, s__Faecalibacillus intestinalis, 95.0, 95.01, 0.659; GCF_003024675.1, s__Faecalibacillus faecis, 95.0, 92.92, 0.591; GCA_958421935.1, s__Faecalibacillus sp900544435, 95.0, 92.05, 0.623; GCA_963618275.1, s__Faecalibacillus sp963618275, 95.0, 90.8, 0.516; GCA_030540195.1, s__Faecalibacillus sp030540195, 95.0, 90.31, 0.512	42.85	11	N/A	Genome has more than 44.2% of markers with multiple hits
436	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	GCF_000153925.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	99.08	0.674	GCF_000153925.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	99.08	0.674	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905209865.1, s__Mediterraneibacter sp900752395, 95.0, 87.92, 0.46	57.86	11	N/A	Genome has more than 29.2% of markers with multiple hits
437	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	96.31	0.512	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	96.31	0.512	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_937900325.1, s__SFEL01 sp937900325, 95.0, 90.7, 0.353; GCA_934633985.1, s__SFEL01 sp934633985, 95.0, 90.41, 0.392	24.03	11	N/A	N/A
438	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.0%)
439	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	98.13	0.757	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	98.13	0.757	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 94.15, 0.561; GCA_028689545.1, s__Parabacteroides sp028689545, 95.0, 89.98, 0.516; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 88.55, 0.388; GCF_947855115.1, s__Parabacteroides sp947855115, 95.0, 88.22, 0.528	27.4	11	N/A	N/A
44	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001406815.1, s__Agathobacter faecis, 95.0, 98.13, 0.215; GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 88.79, 0.185	21.43	11	0.98992	Genome has more than 35.8% of markers with multiple hits
440	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__	N/A	N/A	N/A	N/A	N/A	GCF_020687205.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	97.02	0.404	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_905214675.1, s__Hominisplanchenecus sp905214675, 95.0, 88.75, 0.188; GCA_900551235.1, s__Hominisplanchenecus sp900551235, 95.0, 86.21, 0.217	23.85	11	0.99735	Genome has more than 14.2% of markers with multiple hits
441	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AF33-28;s__AF33-28 sp003477885	GCF_003477885.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AF33-28;s__AF33-28 sp003477885	99.3	0.906	GCF_003477885.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AF33-28;s__AF33-28 sp003477885	99.3	0.906	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	12.27	11	N/A	N/A
442	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.1%)
443	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	GCF_020687165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	98.69	0.725	GCF_020687165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	98.69	0.725	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934643185.1, s__Hominenteromicrobium sp934643185, 95.0, 94.14, 0.669	48.87	11	N/A	Genome has more than 37.5% of markers with multiple hits
444	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus ammoniilyticus	GCF_025567345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus ammoniilyticus	98.26	0.502	GCF_025567345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus ammoniilyticus	98.26	0.502	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_020735665.1, s__Coprococcus sp000154245, 95.0, 95.51, 0.418; GCA_937894905.1, s__Coprococcus sp002437435, 95.0, 90.62, 0.375	23.75	11	N/A	N/A
445	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.2%)
446	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__	N/A	N/A	N/A	N/A	N/A	GCF_040096355.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__Maccoya intestinihominis	98.43	0.465	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	27.18	11	0.99841	Genome has more than 23.3% of markers with multiple hits
447	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	99.11	0.456	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	15.98	11	0.99905	Genome has more than 13.3% of markers with multiple hits
448	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
449	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.8%)
45	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	GCF_025567015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	96.08	0.646	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_025567015.1, s__Acetatifactor acetigignens, 95.0, 96.08, 0.646; GCF_009695995.1, s__Acetatifactor intestinalis, 95.0, 93.91, 0.694; GCA_040096245.1, s__Acetatifactor hominis, 95.0, 91.85, 0.573; GCA_945929965.1, s__Acetatifactor sp945929965, 95.36, 90.55, 0.661; GCA_900772845.1, s__Acetatifactor sp900772845, 95.0, 90.03, 0.567; GCA_963630275.1, s__Acetatifactor sp963630275, 95.0, 89.12, 0.562; GCA_900771995.1, s__Acetatifactor sp900771995, 95.0, 88.66, 0.628; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 88.25, 0.545; GCA_900766575.1, s__Acetatifactor sp900766575, 95.0, 88.16, 0.53; GCA_963623435.1, s__Acetatifactor sp963623435, 95.0, 88.15, 0.506; GCA_963650795.1, s__Acetatifactor sp963650795, 95.0, 87.8, 0.505; GCA_934394665.1, s__Acetatifactor sp934394665, 95.0, 86.44, 0.381; GCA_934436245.1, s__Acetatifactor sp934436245, 95.0, 86.36, 0.574; GCA_934394515.1, s__Acetatifactor sp934394515, 95.0, 86.35, 0.414; GCA_934394815.1, s__Acetatifactor sp934394815, 95.0, 85.91, 0.625; GCA_934436435.1, s__Acetatifactor sp934436435, 95.0, 85.63, 0.524	12.39	11	N/A	Genome has more than 55.8% of markers with multiple hits
450	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.8%)
451	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	GCF_020687245.1	95.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	97.96	0.501	GCF_020687245.1	95.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	97.96	0.501	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 96.31, 0.488; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 91.29, 0.403; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 88.19, 0.248; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 87.29, 0.176; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 87.29, 0.17; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 86.85, 0.158; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 86.65, 0.171	11.44	11	N/A	N/A
452	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	N/A	N/A	N/A	N/A	N/A	GCF_014288065.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinalis	98.79	0.472	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003438075.1, s__Ruminococcoides sp003438075, 95.0, 91.48, 0.303	14.2	11	0.99921	N/A
453	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	GCF_003477605.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	97.93	0.626	GCF_003477605.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	97.93	0.626	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_937902905.1, s__Eubacterium_F sp937902905, 95.0, 94.43, 0.553; GCA_934322085.1, s__Eubacterium_F sp934322085, 95.0, 94.18, 0.509	13.38	11	N/A	N/A
454	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.6%)
455	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.1%)
456	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__	N/A	N/A	N/A	N/A	N/A	GCA_040095065.1	96.51	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp934835795	94.63	0.502	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020687125.1, s__Hominicoprocola fusiformis, 95.0, 94.97, 0.439; GCA_937884915.1, s__Hominicoprocola sp937884915, 95.0, 91.98, 0.526; GCA_003522105.1, s__Hominicoprocola sp003522105, 95.0, 91.38, 0.504; GCA_963623615.1, s__Hominicoprocola sp963623615, 95.0, 91.36, 0.564; GCA_900552015.1, s__Hominicoprocola sp900552015, 95.0, 90.09, 0.531; GCA_900763705.1, s__Hominicoprocola sp900763705, 95.0, 89.18, 0.577; GCA_900550165.1, s__Hominicoprocola sp900550165, 95.0, 88.7, 0.504; GCA_002437735.1, s__Hominicoprocola sp002437735, 95.0, 88.38, 0.344; GCA_037343695.1, s__Hominicoprocola sp037343695, 95.0, 88.25, 0.461; GCA_937915075.1, s__Hominicoprocola sp937915075, 95.0, 88.23, 0.211; GCA_900546295.1, s__Hominicoprocola sp900546295, 95.0, 87.78, 0.515; GCA_934597535.1, s__Hominicoprocola sp934597535, 95.0, 87.7, 0.439; GCA_934561515.1, s__Hominicoprocola sp900556145, 95.0, 86.96, 0.449; GCA_002405995.1, s__Hominicoprocola sp002405995, 95.0, 86.52, 0.393; GCA_934636865.1, s__Hominicoprocola sp934636865, 95.0, 86.31, 0.46; GCA_934572445.1, s__Hominicoprocola sp934572445, 95.0, 85.64, 0.344; GCF_018918025.1, s__Hominicoprocola sp900317525, 95.11, 85.36, 0.251; GCA_934572465.1, s__Hominicoprocola sp934572465, 95.0, 85.01, 0.359; GCA_963654505.1, s__Hominicoprocola sp963654505, 95.0, 84.63, 0.268; GCA_934553255.1, s__Hominicoprocola sp934553255, 95.0, 84.41, 0.28; GCA_963612845.1, s__Hominicoprocola sp963612845, 95.0, 84.26, 0.312; GCA_021531315.1, s__Hominicoprocola sp900552375, 95.0, 84.19, 0.209; GCA_900768135.1, s__Hominicoprocola sp900768135, 95.0, 84.03, 0.311; GCA_037419475.1, s__Hominicoprocola sp037419475, 95.0, 82.37, 0.151	42.24	11	0.99768	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 45.0% of markers with multiple hits
